# Visuais - GERADO por docs/gerar-visuais.py
# id	aegis	slot	view	nome_ptbr	latam	no_cliente	chao	vestido	veredito
410199	C_Midnight_Candle	meio	2301	[Visual] Vela da Meia-Noite	sim	sim	ok	ok	PRONTO
410200	C_Serving_Rabbit	meio	2362	[Visual] Mordomo das Maravilhas	sim	sim	ok	ok	PRONTO
410201	C_Spinning_Skulls	meio	2363	[Visual] Caveiras Místicas	sim	sim	ok	ok	PRONTO
410202	C_ROROGO	meio	2303	[Visual] Lambreta Elétrica do Poring	sim	sim	ok	ok	PRONTO
410205	C_Marlbron_Mini	meio	2306		nao	nao	?	?	SEM TEXTO PTBR
410206	C_Lehar_Mini	meio	2305		nao	nao	?	?	SEM TEXTO PTBR
410212	C_Little_Abyss_Dragon	meio	2316	[Visual] Rei Dragão	sim	sim	ok	ok	PRONTO
410214	C_Larva_Yellow_Mini	meio	2321		nao	nao	?	?	SEM TEXTO PTBR
410217	C_Yesterday_Once_More_K	meio	2264	[Visual] Cartas Mágicas	sim	sim	ok	ok	PRONTO
410218	C_Soccer_Ball	meio	2324	[Visual] Bola de Futebol	sim	sim	ok	ok	PRONTO
410219	C_Jumbo_Rabbit	meio	2334	[Visual] Coelho Gigante	sim	sim	ok	ok	PRONTO
410220	C_Blink_Eyes_Frozen	meio	2336	[Visual] Piscadela Gelada	sim	sim	ok	ok	PRONTO
410221	C_white_tteok	meio	2341		nao	nao	?	?	SEM TEXTO PTBR
410222	C_blacksesame_tteok	meio	2342		nao	nao	?	?	SEM TEXTO PTBR
410223	C_bean_tteok	meio	2343		nao	nao	?	?	SEM TEXTO PTBR
410224	C_Pope_Ribbon_R	meio	2152		nao	nao	?	?	SEM TEXTO PTBR
410226	C_Black_Rabbit	meio	2349	[Visual] Coelho Viena	sim	sim	ok	ok	PRONTO
410228	aegis_410228	meio	998		nao	nao	?	?	SEM TEXTO PTBR
410229	C_Serpent_Crystal	meio	2355		nao	nao	?	?	SEM TEXTO PTBR
410230	C_Ribbon_Of_Life_J	meio	575		nao	nao	?	?	SEM TEXTO PTBR
410231	C_Teaparty_Wonderland	meio	ef183	[Visual] Chá das Maravilhas	sim	sim	ok	efeito	PRONTO
410234	C_Rebel_Pocket_Watch	meio	2289		nao	nao	?	?	SEM TEXTO PTBR
410236	C_Bird_Cage_Candle_Hold	meio	2378	[Visual] Castiçal de Pajem	sim	sim	ok	ok	PRONTO
410238	C_Adventurer_Pope_Mini	meio	2384		nao	nao	?	?	SEM TEXTO PTBR
410239	C_Flying_Tilby	meio	2386		nao	nao	?	?	SEM TEXTO PTBR
410240	C_Gods_Rabbit_Pet	meio	2388	[Visual] Coelho Chinês	sim	sim	ok	ok	PRONTO
410241	C_Cookie_PinkRibbon_V	meio	2370		nao	nao	?	?	SEM TEXTO PTBR
410242	C_Wanderer_Grim_Reaper	meio	2395		nao	nao	?	?	SEM TEXTO PTBR
410245	C_Brother_Keen_Eye	meio	2399	[Visual] Óculos Sensuais	sim	sim	ok	ok	PRONTO
410248	C_Tuktuk	meio	2404	[Visual] Tuk Tuk	sim	sim	ok	ok	PRONTO
410251	C_Alien_Sunglass_BU	meio	2405		nao	nao	?	?	SEM TEXTO PTBR
410252	C_Alien_Sunglass_RD	meio	2407		nao	nao	?	?	SEM TEXTO PTBR
410253	C_Alien_Sunglass_GN	meio	2406	[Visual] Óculos de Alien	sim	sim	ok	ok	PRONTO
410255	aegis_410255	topo	342		nao	nao	?	?	SEM TEXTO PTBR
410257	aegis_410257	meio	1340		nao	nao	?	?	SEM TEXTO PTBR
410258	C_Kabuki_Mask_V	meio	214		nao	nao	?	?	SEM TEXTO PTBR
410261	C_King_Headphone	meio	2421		nao	nao	?	?	SEM TEXTO PTBR
410262	C_Sonic_Mini	meio	2429	[Visual] Sonic	sim	sim	ok	ok	PRONTO
410263	C_Super_Sonic_Mini	meio	2430	[Visual] Super Sonic	sim	sim	ok	ok	PRONTO
410264	C_Tails_Mini	meio	2431	[Visual] Tails	sim	sim	ok	ok	PRONTO
410265	C_S_Attack_Ring	baixo	2432	[Visual] Anéis	sim	sim	ok	ok	PRONTO
410266	C_H_N_Hat	meio	2423		nao	nao	?	?	SEM TEXTO PTBR
410267	C_Cinnamon	meio	2427		nao	nao	?	?	SEM TEXTO PTBR
410268	C_Cinnamon2	meio	2427		nao	nao	?	?	SEM TEXTO PTBR
410276	C_Grisly_Soul	meio	2212	[Visual] Orelhas das Chamas Espirituais	sim	sim	ok	ok	PRONTO
410277	C_Ragdoll	meio	2436	[Visual] Gato Gigante	sim	sim	ok	ok	PRONTO
410278	C_Blink_Eyes_Bloody	meio	2437	[Visual] Piscadela Sangrenta	sim	sim	ok	ok	PRONTO
410279	aegis_410279	baixo			nao	nao	?	?	SEM VIEW
410280	aegis_410280	baixo			nao	nao	?	?	SEM VIEW
410281	aegis_410281	meio	483		nao	nao	?	?	SEM TEXTO PTBR
410282	C_1st_Evt_Balloon_MSP_V	meio	2345		nao	nao	?	?	SEM TEXTO PTBR
410283	aegis_410283	meio	1347		nao	nao	?	?	SEM TEXTO PTBR
410286	C_EvilEye_of_FalseGods	meio	2450	[Visual] Olho de Zauron	sim	sim	ok	ok	PRONTO
410287	C_Cosmic_Connection_V	capa			nao	nao	?	?	SEM VIEW
410288	aegis_410288	meio	2480		nao	nao	?	?	SEM TEXTO PTBR
410289	C_Baby_Gloom	meio	2481	[Visual] Pesarinho	sim	sim	ok	ok	PRONTO
410290	C_Jellyfish	meio	2482	[Visual] Água-Viva	sim	sim	ok	ok	PRONTO
410292	aegis_410292	meio	2316		nao	nao	?	?	SEM TEXTO PTBR
410293	aegis_410293	topo	1463		nao	nao	?	?	SEM TEXTO PTBR
410295	C_WinterNightBells	meio		[Visual] Sensação de Inverno	sim	nao	ok	falta	SEM VIEW
410296	C_One_Sho_Bottle	meio	2491	[Visual] Tollynho	sim	sim	ok	ok	PRONTO
410297	C_Blink_Eyes_A_Dragon	meio	2492	[Visual] Pupilas Draconianas	sim	sim	ok	ok	PRONTO
410300	aegis_410300	meio	1815		nao	nao	?	?	SEM TEXTO PTBR
410301	C_Comp_Dragon_Hat	meio	2316		nao	nao	?	?	SEM TEXTO PTBR
410308	C_Heine_Tab_1	meio	2512		nao	nao	?	?	SEM TEXTO PTBR
410309	C_Heine_Tab_2	meio	2513		nao	nao	?	?	SEM TEXTO PTBR
410310	C_Heine_Tab_3	meio	2514		nao	nao	?	?	SEM TEXTO PTBR
410311	C_GorgonCoronet	meio	2250		nao	nao	?	?	SEM TEXTO PTBR
410312	C_Clover_Hairpin	meio	2515		nao	nao	?	?	SEM TEXTO PTBR
410315	aegis_410315	meio	2518		nao	nao	?	?	SEM TEXTO PTBR
410316	Bear_Candy_Cart	meio	2520	[Visual] Quiosque do Ursinho	sim	sim	ok	ok	PRONTO
410317	C_Eye_Mask	meio	2524		nao	nao	?	?	SEM TEXTO PTBR
410318	C_Lord_of_Death_V	meio	742	[Visual] Elmo do Senhor da Morte	sim	sim	ok	ok	PRONTO
410319	C_Tha_Maero_Mask_J_V	meio	666	[Visual] Disfarce de Maero	sim	sim	ok	ok	PRONTO
410320	C_Blink_Eyes_D_Freyja	baixo	2528	[Visual] Piscadela de Freya	sim	sim	ok	ok	PRONTO
410324	aegis_410324	meio	2546		nao	nao	?	?	SEM TEXTO PTBR
410325	aegis_410325	meio	2529		nao	nao	?	?	SEM TEXTO PTBR
410326	C_CLB_SS_EA	meio	2532		nao	nao	?	?	SEM TEXTO PTBR
410328	C_Fluffy_Bakery	meio	2536	[Visual] Padaria Móvel	sim	sim	ok	ok	PRONTO
410329	C_Dragon_Green_Aura	meio	2539		nao	nao	?	?	SEM TEXTO PTBR
410330	C_Dragon_Red_Aura	meio	2540		nao	nao	?	?	SEM TEXTO PTBR
410331	C_Dragon_Yellow_Aura	meio	2541		nao	nao	?	?	SEM TEXTO PTBR
410338	C_Helm_Of_Ra_KR	meio	2555		nao	nao	?	?	SEM TEXTO PTBR
410343	C_Injured_Eyepatch_JP	meio	772		nao	nao	?	?	SEM TEXTO PTBR
410350	C_Carabao_MSP	meio	2557		nao	nao	?	?	SEM TEXTO PTBR
410351	C_Buoyant_Parasol_B	meio	2560		nao	nao	?	?	SEM TEXTO PTBR
410352	C_Buoyant_Parasol_R	meio	2561		nao	nao	?	?	SEM TEXTO PTBR
410353	C_Eyes_Phen	meio	2568		nao	nao	?	?	SEM TEXTO PTBR
410357	C_Lightning_Savage	meio	2403		nao	nao	?	?	SEM TEXTO PTBR
410358	C_Jaguar_Hat_J_V	meio	530		nao	nao	?	?	SEM TEXTO PTBR
410359	C_Great_Pyrenees	meio	2572		nao	nao	?	?	SEM TEXTO PTBR
410360	C_Hockey_Mask_V	meio	336		nao	nao	?	?	SEM TEXTO PTBR
410361	C_Injured_Eyepatch	meio	772		nao	nao	?	?	SEM TEXTO PTBR
410363	C_Aura_Of_Ghost_S	meio			nao	nao	?	?	SEM VIEW
410364	C_Wisdom_Core_Headphone	meio	2503		nao	nao	?	?	SEM TEXTO PTBR
410367	aegis_410367	meio	2594		nao	nao	?	?	SEM TEXTO PTBR
410368	C_Perm_Frost_Oblivion	meio	2595		nao	nao	?	?	SEM TEXTO PTBR
410370	C_Happy_Pierrot_Mask_V	meio	1288		nao	nao	?	?	SEM TEXTO PTBR
410371	C_Eyes_Closed	meio	2599		nao	nao	?	?	SEM TEXTO PTBR
410384	C_Blink_Eyes_WH_Serpent	meio	2649		nao	nao	?	?	SEM TEXTO PTBR
410385	C_Libra_Of_Judgement	meio	2651		nao	nao	?	?	SEM TEXTO PTBR
410387	C_Maid_Frill	meio	2656		nao	nao	?	?	SEM TEXTO PTBR
410388	C_Victory_Ear_JP	meio	1185		nao	nao	?	?	SEM TEXTO PTBR
410392	aegis_410392	meio	2665		nao	nao	?	?	SEM TEXTO PTBR
410393	aegis_410393	meio	2667		nao	nao	?	?	SEM TEXTO PTBR
410396	C_Dark_Night_Veil_V	meio	1303	[Visual] Véu da Noiva Cadáver	sim	sim	ok	ok	PRONTO
410397	C_Doughkun	meio	2677		nao	nao	?	?	SEM TEXTO PTBR
410399	C_Capybara	meio	2680	[Visual] Capivara	sim	sim	ok	ok	PRONTO
410429	C_Dokkebi_Mask_V	meio	689	[Visual] Máscara de Yokai	sim	sim	ok	ok	PRONTO
410430	C_Blink_Eyes_Forest	meio	2685	[Visual] Piscadela Florestal	sim	sim	ok	ok	PRONTO
410440	C_CLB_DT_TS_Hat	baixo	2693	[Visual] Máscara do Banguela	sim	sim	ok	ok	PRONTO
410441	C_Phantom_Ear	meio	2226		nao	nao	?	?	SEM TEXTO PTBR
410442	C_N_Forest_Cat	meio	2701		nao	nao	?	?	SEM TEXTO PTBR
410447	C_Handiness_Telescope	meio	2375		nao	nao	?	?	SEM TEXTO PTBR
410448	C_Blink_Eyes_Cosmic	meio	2708	[Visual] Piscadela Cósmica	sim	sim	ok	ok	PRONTO
410456	C_WH_Cat_Eyes	meio	2724		nao	nao	?	?	SEM TEXTO PTBR
410457	C_YL_Cat_Eyes	meio	2727		nao	nao	?	?	SEM TEXTO PTBR
410458	C_Divine_Twinkling	meio	2730	[Visual] Brilho Divino	sim	sim	ok	ok	PRONTO
410470	aegis_410470	meio	170		nao	nao	?	?	SEM TEXTO PTBR
410471	C_Gear_Monocle	meio	2736		nao	nao	?	?	SEM TEXTO PTBR
410474	C_Chained_Bear	meio	2739		nao	nao	?	?	SEM TEXTO PTBR
410485	C_Spot_Mike	meio	2000		nao	nao	?	?	SEM TEXTO PTBR
410487	C_Spot_Flower	meio	1893		nao	nao	?	?	SEM TEXTO PTBR
410489	aegis_410489	meio	68		nao	nao	?	?	SEM TEXTO PTBR
410491	C_Violet_Starlight	meio	2748	[Visual] Estrela Cadente Violeta	sim	sim	ok	ok	PRONTO
410508	C_Midgard_Integrity	meio	2750		nao	nao	?	?	SEM TEXTO PTBR
410556	C_Emperor_Penguin	meio	2790		nao	nao	?	?	SEM TEXTO PTBR
410574	C_Blink_Eyes_Chocolate	meio	2795	[Visual] Piscadela Chocolate	sim	sim	ok	ok	PRONTO
410576	C_Eye_of_Necromancer	meio	2809		nao	nao	?	?	SEM TEXTO PTBR
410582	C_Nursing_Poring	meio	2817		nao	nao	?	?	SEM TEXTO PTBR
420010	C_Cons_Of_Darkness	baixo	2020	[Visual] Dobra das Trevas	sim	sim	ok	ok	PRONTO
420011	C_Gluttony_CAPOO_TW	baixo	2022		nao	nao	?	?	SEM TEXTO PTBR
420014	C_Japanes_Hair	baixo	2027	[Visual] Peruca de Amatsu	sim	sim	ok	ok	PRONTO
420015	C_Onihime_Camellia	topo	2026	[Visual] Chifre Florido	sim	sim	ok	ok	PRONTO
420016	C_Katashiro_Flying	meio	2025	[Visual] Espíritos de Papel	sim	sim	ok	ok	PRONTO
420023	C_Mintgum_In_Mouth	baixo	1096		nao	nao	?	?	SEM TEXTO PTBR
420024	C_Deviruchi_Balloon_J	baixo	1082		nao	nao	?	?	SEM TEXTO PTBR
420025	C_OneEyedJack	baixo	2023	[Visual] Olho Gigante	sim	sim	ok	ok	PRONTO
420026	C_Ribbon_Piamat_J	baixo	1403	[Visual] Gravata Bombom	sim	sim	ok	ok	PRONTO
420027	C_Fishbone_Hair	baixo	2139	[Visual] Peruca de Sereia	sim	sim	ok	ok	PRONTO
420029	C_Imperial_Glory	baixo	2056	[Visual] Ombreiras Prateadas	sim	sim	ok	ok	PRONTO
420033	C_Airy_Two_Side_Up_WH	baixo	2028		nao	nao	?	?	SEM TEXTO PTBR
420034	C_Long_Wave_BD	baixo	2029		nao	nao	?	?	SEM TEXTO PTBR
420035	C_Long_Wave_SV	baixo	2030		nao	nao	?	?	SEM TEXTO PTBR
420036	C_Fluffy_Semi_Long_LB	baixo	2031		nao	nao	?	?	SEM TEXTO PTBR
420037	C_Fluffy_Semi_Long_CB	baixo	2032		nao	nao	?	?	SEM TEXTO PTBR
420038	C_Fluffy_Semi_Long_YL	baixo	2033		nao	nao	?	?	SEM TEXTO PTBR
420039	C_Fluffy_Semi_Long_BG	baixo	2034		nao	nao	?	?	SEM TEXTO PTBR
420040	C_Fluffy_Semi_Long_JBL	baixo	2035		nao	nao	?	?	SEM TEXTO PTBR
420041	C_Fluffy_Semi_Long_WH	baixo	2036		nao	nao	?	?	SEM TEXTO PTBR
420042	C_Fluffy_Semi_Long_OM	baixo	2037		nao	nao	?	?	SEM TEXTO PTBR
420043	C_Fluffy_Semi_Long_LPP	baixo	2038		nao	nao	?	?	SEM TEXTO PTBR
420044	C_Sailor_Collar_WH	baixo	2141		nao	nao	?	?	SEM TEXTO PTBR
420046	C_Royal_Mantle	baixo	1697	[Visual] Manta Digníssima	sim	sim	ok	ok	PRONTO
420047	C_H_Knight_Cloak	baixo	2059	[Visual] Capa de Cavaleiro	sim	sim	ok	ok	PRONTO
420048	C_White_Corone	baixo	2081	[Visual] Peruca Espiralizada Branca	sim	sim	ok	ok	PRONTO
420050	C_Hair_Bun_Wave	baixo	2084	[Visual] Peruca com Bao-Bao	sim	sim	ok	ok	PRONTO
420051	C_ZilantNecklace	baixo	1831		nao	nao	?	?	SEM TEXTO PTBR
420052	C_Spirit_Of_Chung_E_J	baixo	882		nao	nao	?	?	SEM TEXTO PTBR
420053	C_Shadow_Devil	baixo	2096	[Visual] Sombra de Deviruchi	sim	sim	ok	ok	PRONTO
420054	C_Smokie_Muffler	baixo	2097	[Visual] Cachecol de Fumacento	sim	sim	ok	ok	PRONTO
420056	C_Schmidt_Helm_J	baixo	634		nao	nao	?	?	SEM TEXTO PTBR
420057	C_AB_Hair_RD	baixo	2106	[Visual] Peruca com Rabo de Cavalo (Ruivo)	sim	sim	ok	ok	PRONTO
420058	C_AB_Hair_YL	baixo	2107	[Visual] Peruca com Rabo de Cavalo (Loiro)	sim	sim	ok	ok	PRONTO
420059	C_AB_Hair_BU	baixo	2108	[Visual] Peruca com Rabo de Cavalo (Azul)	sim	sim	ok	ok	PRONTO
420060	C_AB_Hair_GN	baixo	2109	[Visual] Peruca com Rabo de Cavalo (Verde)	sim	sim	ok	ok	PRONTO
420061	C_AB_Hair_PK	baixo	2110	[Visual] Peruca com Rabo de Cavalo (Rosa)	sim	sim	ok	ok	PRONTO
420062	C_AB_Hair_PP	baixo	2111	[Visual] Peruca com Rabo de Cavalo (Roxo)	sim	sim	ok	ok	PRONTO
420063	C_Piece_Of_White_Cloth	baixo	363		nao	nao	?	?	SEM TEXTO PTBR
420067	C_Hopping_Twin_Pigtail	baixo	2124	[Visual] Peruca Trançada de Coelho	sim	sim	ok	ok	PRONTO
420069	C_Lord_of_Royals	baixo	2128	[Visual] Cachecol de Schmidt	sim	sim	ok	ok	PRONTO
420070	C_Cap_Of_Blindness_V	baixo	326	[Visual] Capuz Macabro	sim	sim	ok	ok	PRONTO
420071	C_Feather_Stola	baixo	2130	[Visual] Cachecol com Tiras	sim	sim	ok	ok	PRONTO
420072	C_L_Knitting_Low_Twin_W	baixo	2131		nao	nao	?	?	SEM TEXTO PTBR
420073	C_2021RTC_Wing_TW	baixo	2133		nao	nao	?	?	SEM TEXTO PTBR
420075	C_Floating_Gioia_J	baixo	1730		nao	nao	?	?	SEM TEXTO PTBR
420077	C_Cat_Footprints	baixo	2150	[Visual] Rastro de Gatinho	sim	sim	ok	ok	PRONTO
420078	C_Ghost_Bat_J	baixo	2093		nao	nao	?	?	SEM TEXTO PTBR
420079	C_Inner_Color_Long	baixo	2155	[Visual] Peruca com Mechas	sim	sim	ok	ok	PRONTO
420081	C_Carrot_In_Mouth_J	baixo	829	[Visual] Mini Cenoura	sim	sim	ok	ok	PRONTO
420082	C_WL_Hair_BU	baixo	2164	[Visual] Penteado Estiloso Azul	sim	sim	ok	ok	PRONTO
420083	C_L_Ribbon_M_WH	baixo	2165	[Visual] Cachecol com Laço Creme	sim	sim	ok	ok	PRONTO
420084	C_Mermaid_Wig_Peach	baixo	2166	[Visual] Peruca Sereia Suave	sim	sim	ok	ok	PRONTO
420085	C_Kururinpa_Hair_BD	baixo	2167		nao	nao	?	?	SEM TEXTO PTBR
420086	C_Long_Wave_LBW	baixo	2168		nao	nao	?	?	SEM TEXTO PTBR
420088	C_Heart_Angel_TW	baixo	2170	[Visual] Anjinha do Amor	sim	sim	ok	ok	PRONTO
420091	C_Silky_Long_BD	baixo	2180		nao	nao	?	?	SEM TEXTO PTBR
420092	C_Silky_Long_SV	baixo	2181		nao	nao	?	?	SEM TEXTO PTBR
420094	C_Einherial_Mantle	baixo	2200		nao	nao	?	?	SEM TEXTO PTBR
420095	C_Braid_Half_Up_WH_K	baixo	2052		nao	nao	?	?	SEM TEXTO PTBR
420096	C_Braid_Half_Up_OM_K	baixo	2053		nao	nao	?	?	SEM TEXTO PTBR
420097	C_Braid_Half_Up_PP_K	baixo	2054		nao	nao	?	?	SEM TEXTO PTBR
420098	C_Braid_Half_Up_BL_K	baixo	2051		nao	nao	?	?	SEM TEXTO PTBR
420099	C_Braid_Half_Up_BU_K	baixo	2047		nao	nao	?	?	SEM TEXTO PTBR
420100	C_Braid_Half_Up_YL_K	baixo	2049		nao	nao	?	?	SEM TEXTO PTBR
420101	C_Braid_Half_Up_RD_K	baixo	2048		nao	nao	?	?	SEM TEXTO PTBR
420102	C_Braid_Half_Up_GN_K	baixo	2050		nao	nao	?	?	SEM TEXTO PTBR
420103	C_Charm_Of_Mistic_Froze	baixo	1262	[Visual] Pequeno Gelo Místico	sim	sim	ok	ok	PRONTO
420104	C_SR_Hair_SV	baixo	2206	[Visual] Cabelos Longos Azulados	sim	sim	ok	ok	PRONTO
420107	C_Twinkle_Twin	baixo	2222	[Visual] Peruca Três Cores	sim	sim	ok	ok	PRONTO
420108	C_Chocolate_Bomb	baixo	1110		nao	nao	?	?	SEM TEXTO PTBR
420109	C_Charm_Of_Flame_Heart	baixo	1261	[Visual] Pequeno Coração Flamejante	sim	sim	ok	ok	PRONTO
420111	C_Rocking_Short	baixo	2225		nao	nao	?	?	SEM TEXTO PTBR
420113	C_WL_Hair_BL	baixo	2228		nao	nao	?	?	SEM TEXTO PTBR
420114	C_WL_Hair_GN	baixo	2229		nao	nao	?	?	SEM TEXTO PTBR
420115	C_WL_Hair_OM	baixo	2230		nao	nao	?	?	SEM TEXTO PTBR
420116	C_WL_Hair_PK	baixo	2231		nao	nao	?	?	SEM TEXTO PTBR
420117	C_WL_Hair_PP	baixo	2232		nao	nao	?	?	SEM TEXTO PTBR
420118	C_WL_Hair_RD	baixo	2233		nao	nao	?	?	SEM TEXTO PTBR
420119	C_WL_Hair_WH	baixo	2234		nao	nao	?	?	SEM TEXTO PTBR
420120	C_WL_Hair_YL	baixo	2235		nao	nao	?	?	SEM TEXTO PTBR
420121	C_SR_Hair_BL	baixo	2236		nao	nao	?	?	SEM TEXTO PTBR
420122	C_SR_Hair_GN	baixo	2237		nao	nao	?	?	SEM TEXTO PTBR
420123	C_SR_Hair_OM	baixo	2238		nao	nao	?	?	SEM TEXTO PTBR
420124	C_SR_Hair_PK	baixo	2239		nao	nao	?	?	SEM TEXTO PTBR
420125	C_SR_Hair_PP	baixo	2240		nao	nao	?	?	SEM TEXTO PTBR
420126	C_SR_Hair_RD	baixo	2241		nao	nao	?	?	SEM TEXTO PTBR
420127	C_SR_Hair_WH	baixo	2242	[Visual] Peruca Longa Selvagem Branca	sim	sim	ok	ok	PRONTO
420128	C_SR_Hair_YL	baixo	2243		nao	nao	?	?	SEM TEXTO PTBR
420132	C_Charm_Of_Great_Nature	baixo	1264	[Visual] Pequena Natureza Grandiosa	sim	sim	ok	ok	PRONTO
420133	C_Dreaming_Rose_Long	baixo	2247	[Visual] Peruca Colorida Estelar	sim	sim	ok	ok	PRONTO
420140	C_Alpha_Long_Pony	baixo	2253	[Visual] Peruca de Alpha	sim	sim	ok	ok	PRONTO
420150	C_Twinkle_Twin_B	baixo	2274	[Visual] Peruca Duas Cores	sim	sim	ok	ok	PRONTO
420151	C_Cons_Of_Light_Dark_	baixo	2273		nao	nao	?	?	SEM TEXTO PTBR
420152	C_Cons_Of_Light_Dark	baixo	2273	[Visual] Luz e Escuridão	sim	sim	ok	ok	PRONTO
420156	C_Flower_L_Knitting	baixo	2261	[Visual] Peruca Florida	sim	sim	ok	ok	PRONTO
420159	C_Yesterday_Once_More	baixo	2264		nao	nao	?	?	SEM TEXTO PTBR
420161	C_Starry_Long_Wave	baixo	2271	[Visual] Peruca Rosa Estelar	sim	sim	ok	ok	PRONTO
420162	C_Starry_Ribbon_Twin	baixo	2270	[Visual] Peruca Preta Estelar	sim	sim	ok	ok	PRONTO
420163	C_Protect_Cloth_B	baixo	2272	[Visual] Cachecol de Corvo	sim	sim	ok	ok	PRONTO
420165	C_Tent	baixo	2279	[Visual] Tenda Preciosa	sim	sim	ok	ok	PRONTO
420168	C_bullhead_J	baixo	2078		nao	nao	?	?	SEM TEXTO PTBR
420169	C_Pipe_Of_Jiraiya	baixo	1088		nao	nao	?	?	SEM TEXTO PTBR
420170	C_Silky_Long_BL	baixo	2295	[Visual] Peruca Sedosa Morena	sim	sim	ok	ok	PRONTO
420171	C_Spike_Scarf	baixo	459		nao	nao	?	?	SEM TEXTO PTBR
420172	C_Braid_Ring	baixo	2300		nao	nao	?	?	SEM TEXTO PTBR
420177	C_Valkyrie_Hair_J	baixo	2311		nao	nao	?	?	SEM TEXTO PTBR
420181	C_Eis_Spinne	baixo	2317	[Visual] Ombreira de Brinaranha	sim	sim	ok	ok	PRONTO
420185	C_Sailor_Collar_RD_ROC	baixo	1364		nao	nao	?	?	SEM TEXTO PTBR
420190	C_Mask_Of_Orochimaru	baixo	1089		nao	nao	?	?	SEM TEXTO PTBR
420191	C_Snow_Rabbit_Wig	baixo	2333	[Visual] Penteado Coelho das Neves	sim	sim	ok	ok	PRONTO
420192	C_Friendly_White_Fox	baixo	2335	[Visual] Raposa Albina	sim	sim	ok	ok	PRONTO
420193	C_L_Ribbon_M_BU	baixo	2340		nao	nao	?	?	SEM TEXTO PTBR
420195	C_1st_Evt_Balloon_MSP	baixo	2345	[Visual] Balões de Poring	sim	nao	falta	falta	SEM SPRITE
420196	C_Sugared_Fruit_Stick	baixo	855		nao	nao	?	?	SEM TEXTO PTBR
420197	C_Twinkle_Wave	baixo	2346	[Visual] Cabelo Dupla Cor	sim	sim	ok	ok	PRONTO
420201	C_White_Serpent_Hair	baixo	2354		nao	nao	?	?	SEM TEXTO PTBR
420204	C_VIP_Hair_2023	baixo	2361		nao	nao	?	?	SEM TEXTO PTBR
420205	aegis_420205	baixo	2310		nao	nao	?	?	SEM TEXTO PTBR
420206	aegis_420206	baixo	508		nao	nao	?	?	SEM TEXTO PTBR
420207	C_Eternal_Rose	baixo	2365	[Visual] Peruca de Rosa Eterna	sim	sim	ok	ok	PRONTO
420208	C_Chocolat_Rabbit_Hair	baixo	2369	[Visual] Peruca Trançada de Chocolate	sim	sim	ok	ok	PRONTO
420209	C_Cookie_PinkRibbon	baixo	2370		nao	nao	?	?	SEM TEXTO PTBR
420211	C_Sleep_RedSheep	baixo	2277	[Visual] Ovelha Dorminhoca	sim	sim	ok	ok	PRONTO
420212	C_Guardian_Claus	baixo	2227	[Visual] Patrono Escarlate	sim	sim	ok	ok	PRONTO
420214	C_FAngel_Valletta_ROC	baixo	1674		nao	nao	?	?	SEM TEXTO PTBR
420218	C_Wanderer_Curl_WH	baixo	2379		nao	nao	?	?	SEM TEXTO PTBR
420219	C_Come_On_Melon	baixo	2382		nao	nao	?	?	SEM TEXTO PTBR
420221	C_Skia_Two_Side_Up	baixo	2389	[Visual] Peruca de Skia	sim	sim	ok	ok	PRONTO
420222	C_Consecrate_F_Aureola	baixo	2396	[Visual] Consecrate Fides	sim	sim	ok	ok	PRONTO
420224	C_Ocean_Color_Long	baixo	2397	[Visual] Cabelos Oceânicos	sim	sim	ok	ok	PRONTO
420230	aegis_420230	capa	2396		nao	nao	?	?	SEM TEXTO PTBR
420232	C_Cheesy_Snack_In_Mouth	baixo	843		nao	nao	?	?	SEM TEXTO PTBR
420233	C_TV_Hair_PK	baixo	2411	[Visual] Penteado Rosa da Diva	sim	sim	ok	ok	PRONTO
420234	C_Festival_Stalls	capa	2412	[Visual] Quermesse	sim	nao	falta	falta	SEM SPRITE
420237	C_Tiger_Muffler_MSP	baixo	2417	[Visual] Cachecol Tigroso	sim	sim	ok	ok	PRONTO
420240	C_Scroll_Of_Tsunade	baixo	1090		nao	nao	?	?	SEM TEXTO PTBR
420241	C_Temari_Candy_Hair	baixo	2418	[Visual] Peruca de Jujuba Rosa	sim	sim	ok	ok	PRONTO
420242	C_Fluttering_Haze	meio		[Visual] Cerração	sim	nao	ok	falta	SEM VIEW
420244	C_HwaHoJumJung_V	baixo	2216		nao	nao	?	?	SEM TEXTO PTBR
420254	C_Bushy_Moustache	baixo	1004		nao	nao	?	?	SEM TEXTO PTBR
420255	C_GC_Hair_OM	baixo	2435	[Visual] Peruca Sicária Marrom	sim	sim	ok	ok	PRONTO
420264	C_Cat_Straight_Long_WH	baixo	2440	[Visual] Peruca Branca do Meio-Youkai	sim	sim	ok	ok	PRONTO
420271	C_Cosmic_Connection	baixo			nao	nao	?	?	SEM VIEW
420272	aegis_420272	capa	2450		nao	nao	?	?	SEM TEXTO PTBR
420273	C_Rose_Wave_BD	baixo	2451		nao	nao	?	?	SEM TEXTO PTBR
420274	C_Rose_Wave_BDP	baixo	2452		nao	nao	?	?	SEM TEXTO PTBR
420275	C_Rose_Wave_SV	baixo	2453		nao	nao	?	?	SEM TEXTO PTBR
420276	C_Rose_Wave_SVB	baixo	2454		nao	nao	?	?	SEM TEXTO PTBR
420277	C_GCM_Hair_BG	baixo	2455	[Visual] Corte Joãozinho Turquesa	sim	sim	ok	ok	PRONTO
